Harmony,"You decide to ask everyone their thoughts on how to approach the situation and include aspects of all of the ideas, eventually finding a different path at a narrower part of the stream that you were all able to reach with everyone's input.",Time: 125 Likeability: 200 Health: 175 Creativity: 150,You ask everyone what they think the best appraoch is and they decide that its best to spend some time looking for natural food because moving on.,Time: 150 Likeability: 175 Health: 175 Creativity: 150,You want to find an activity that can involve the entire group and decide on hiking.,Time: 175 Likeability: 150 Health: 175 Creativity: 125
Includer,You find those who seem to be dragging behind and ask what they want to do to cross and promote the idea to the whole group.,Time: 175 Likeability: 150 Health: 200 Creativity: 125,You make sure everyone has a say in how to split the food and where to find it.,Time: 150 Likeability: 175 Health: 200 Creativity: 150,You ask everyone what they want to do and compromise on hiking and then coming back to rest in the pool after.,Time: 125 Likeability: 200 Health: 175 Creativity: 150
Individualization ,You give everyone specific tasks based on their expertise to help create a raft that you then use to cross the river.,Time: 175 Likeability: 175 Health: 150 Creativity: 175,You tailor the food each person receives to their personal caloric needs. ,Time: 125 Likeability: 175 Health: 200 Creativity: 200,You want to create a personal schedule for everyone that makes the most fun day for them. ,Time: 125 Likeability: 200 Health: 200 Creativity: 200
Positivity,"You cheer everyone up and decide that some time walking along the river may help, where you find a shallower part of the river to cross.",Time: 175 Likeability: 200 Health: 175 Creativity: 125,You make sure everyone feels encouraged despite the food shortage to keep spirits up and health good.,Time: 200 Likeability: 150 Health: 125 Creativity: 150,You want to create a fun environment for all people on the hike.,Time: 175 Likeability: 175 Health: 175 Creativity: 150
Relator,"You pick out one person and start connecting with them, eventually finding out that they know where on the river there may be a shallower part to cross over on from studying about river geography before.",Time: 150 Likeability: 150 Health: 150 Creativity: 200,You find people that you can rely one for food if you end up running out.,Time: 175 Likeability: 175 Health: 150 Creativity: 175,You want to spend the day doing team bonding activities to grow closer to your group.,Time: 150 Likeability: 175 Health: 175 Creativity: 125
Analytical ,"You build a medium-sized raft together. Based on who can swim well and who can't, you split the group into those that will sit in the raft and those that will swim alongside.",Time: 150 Likeability: 125 Health: 150 Creativity: 175,"You split the remaining food supplies fairly by how much each caloric intake each person needs, so that everyone can reach the camp in good condition. ",Time: 200 Likeability: 150 Health: 150 Creativity: 150,You decide to first go on the hike for excercise and then plan for time in the pool for relaxation.,Time: 150 Likeability: 150 Health: 175 Creativity: 175
Context,"You know from walking by this river in the past that there is a section where it is shallower and thinner, so you guide your group to this detour and cross with minimal difficulty.",Time: 125 Likeability: 175 Health: 200 Creativity: 175,"Because your team used up less food supplies than expected yesterday and are generally in good condition, you deduce that it'll be reasonable to make it to the camp on the supplies you have.",Time: 200 Likeability: 150 Health: 125 Creativity: 125,You researched the best views from the mountian before the hike so you would be able to make the most out of it.,Time: 125 Likeability: 175 Health: 200 Creativity: 150
Futuristic,"You decide to cut down a couple nearby tall trees to make a raft. You want to avoid getting wet, in case it becomes cold later on and someone gets sick.",Time: 150 Likeability: 150 Health: 200 Creativity: 125,"You decide to take the time to look for food nearby. The future is unpredictable, and you may not be able to get to the camp in one day.",Time: 125 Likeability: 175 Health: 175 Creativity: 125,You hike up the mountain with an eye out for any unique side adventures to take. ,Time: 125 Likeability: 175 Health: 175 Creativity: 200
Ideation,You come up with the idea of climbing the trees over the river and getting across by hopping across the branches.,Time: 125 Likeability: 175 Health: 175 Creativity: 150,"You have the idea to use some of your remaining food as bait for fishing and hunting, and successfully replenish your food supplies. ",Time: 175 Likeability: 200 Health: 200 Creativity: 175,"You come up with creative games for your team to play as they take breaks, and then as you all climb the mountain.",Time: 150 Likeability: 200 Health: 175 Creativity: 200
Input,"From prior knowledge, you recognize the river as calm and clear enough to swim in safely. The group swims across quickly. ",Time: 200 Likeability: 150 Health: 125 Creativity: 125,"Thanks to your vast stores of random knowledge, you recognize edible berries and nuts in the area. Your team collects them, and thus replenishes the food supplies. ",Time: 150 Likeability: 200 Health: 200 Creativity: 150,You collect as many souvenirs to remember the experience on your way up the mountain.,Time: 125 Likeability: 175 Health: 150 Creativity: 200
Intellection,"You think up an idea to swim across the river, but also build a raft for your supplies, clothes, and those in the group who are weaker swimmers to float across on.",Time: 175 Likeability: 150 Health: 150 Creativity: 175,"You brainstorm several potential solutions, and eventually decide that finding food nearby should resupply your group.",Time: 125 Likeability: 175 Health: 175 Creativity: 150,You choose to take a more meditative approach up the mountian and think about the symbolism of the mountain and its application to life.,Time: 125 Likeability: 200 Health: 200 Creativity: 150
Learner,"You have had experience learning raft-building, and help guide your team to construct a simple and efficient one.",Time: 150 Likeability: 175 Health: 200 Creativity: 125,"You discover some edible berries and nuts nearby thanks to your hobby of botany, and the group proceeds with replenished food supplies.",Time: 150 Likeability: 200 Health: 200 Creativity: 150,"You choose to hike with a tour guide, to learn as much about this mountain as possible.",Time: 150 Likeability: 150 Health: 200 Creativity: 200
Strategic ,"For the sake of saving time, effort, and keeping everyone dry, you decide to build a small raft and float people across a few at a time, with only one or two people needing to swim to ferry everyone across quickly.",Time: 175 Likeability: 150 Health: 175 Creativity: 150,"You decide that the best path is to proceed to the camp while sharing resources, but still reserve a small store of food for emergency scenarios. ",Time: 200 Likeability: 150 Health: 125 Creativity: 150,"You pick the best path up to the mountain view, but you are ready to change course if another path seems better midcourse.",Time: 150 Likeability: 150 Health: 150 Creativity: 150
